ortho,phon,cgram
tordaient,tORdE,VER
tordais,tORdE,VER
tordait,tORdE,VER
tordant,tORd@,ADJ
tordant,tORd@,VER
tordante,tORd@t,ADJ
tordantes,tORd@t,ADJ
tordants,tORd@,ADJ
torde,tORd,VER
tordent,tORd,VER
tordeur,tORd9R,NOM
tordeurs,tORd9R,NOM
tordez,tORde,VER
tordiez,tORdje,VER
tordion,tORdj§,NOM
tordions,tORdj§,NOM
tordirent,tORdiR,VER
tordis,tORdi,VER
tordit,tORdi,VER
tordra,tORdRa,VER
tordrai,tORdRE,VER
tordraient,tORdRE,VER
tordrais,tORdRE,VER
tordrait,tORdRE,VER
tordras,tORdRa,VER
tordre,tORdR,VER
tordrez,tORdRe,VER
tordront,tORdR§,VER
tords,tOR,VER
tordu,tORdy,VER
tordu,tORdy,ADJ
tordue,tORdy,VER
tordue,tORdy,ADJ
tordues,tORdy,VER
tordues,tORdy,ADJ
tordus,tORdy,VER
tordus,tORdy,ADJ
tordît,tORdi,VER
tore,tOR,NOM
torera,tOReRa,NOM
torero,toReRo,NOM
toreros,toReRo,NOM
tores,tOR,NOM
torgnole,tORNOl,NOM
torgnoles,tORNOl,NOM
tories,toRi,NOM
toril,toRil,NOM
tornade,tORnad,NOM
tornades,tORnad,NOM
toro,tORo,NOM
torons,toR§,NOM
torpeur,tORp9R,NOM
torpeurs,tORp9R,NOM
torpide,tORpid,ADJ
torpillage,tORpijaZ,NOM
torpillages,tORpijaZ,NOM
torpillaient,tORpijE,VER
torpillait,tORpijE,VER
torpille,tORpij,NOM
torpille,tORpij,VER
torpiller,tORpije,VER
torpillera,tORpij°Ra,VER
torpilles,tORpij,NOM
torpilles,tORpij,VER
torpilleur,tORpij9R,NOM
torpilleurs,tORpij9R,NOM
torpillé,tORpije,VER
torpillé,tORpije,ADJ
torpillée,tORpije,VER
torpillés,tORpije,VER
torpédo,tORpedo,NOM
torpédos,tORpedo,NOM
torque,tORk,NOM
torrent,toR@,NOM
torrentiel,toR@sjEl,ADJ
torrentielle,toR@sjEl,ADJ
torrentielles,toR@sjEl,ADJ
torrentiels,toR@sjEl,ADJ
torrents,toR@,NOM
torrentueuses,toR@t82z,ADJ
torrentueux,toR@t82,ADJ
torride,toRid,ADJ
torrides,toRid,ADJ
torréfaction,toRefaksj§,NOM
torréfiait,toRefjE,VER
torréfiant,toRefj@,VER
torréfie,toRefi,VER
torréfient,toRefi,VER
torréfié,toRefje,VER
torréfié,toRefje,ADJ
torréfiée,toRefje,ADJ
torréfiées,toRefje,ADJ
tors,tOR,ADJ
torsada,tORsada,VER
torsade,tORsad,NOM
torsades,tORsad,NOM
torsadé,tORsade,VER
torsadée,tORsade,VER
torsadées,tORsade,VER
torsadés,tORsade,VER
torse,tORs,ADJ
torse,tORs,NOM
torses,tORs,ADJ
torses,tORs,NOM
torsion,tORsj§,NOM
torsions,tORsj§,NOM
tort,tOR,NOM
tortellini,tORtElini,NOM
tortellinis,tORtElini,NOM
torticolis,tORtikoli,NOM
tortil,tORtil,NOM
tortilla,tORtija,NOM
tortilla,tORtija,VER
tortillaient,tORtijE,VER
tortillais,tORtijE,VER
tortillait,tORtijE,VER
tortillant,tORtij@,VER
tortillard,tORtijaR,NOM
tortillards,tORtijaR,NOM
tortillas,tORtija,NOM
tortille,tORtij,NOM
tortille,tORtij,VER
tortillement,tORtij°m@,NOM
tortillements,tORtij°m@,NOM
tortillent,tORtij,VER
tortiller,tORtije,VER
tortillez,tORtije,VER
tortillon,tORtij§,NOM
tortillons,tORtij§,NOM
tortillé,tORtije,VER
tortillée,tORtije,VER
tortillées,tORtije,VER
tortillés,tORtije,VER
tortils,tORtil,NOM
tortionnaire,tORsjonER,NOM
tortionnaires,tORsjonER,NOM
tortora,tORtoRa,VER
tortorait,tORtoRE,VER
tortorant,tORtoR@,VER
tortore,tORtOR,NOM
tortorent,tORtOR,VER
tortorer,tORtoRe,VER
tortoré,tORtoRe,VER
torts,tOR,NOM
tortu,tORty,ADJ
tortue,tORty,ADJ
tortue,tORty,NOM
tortues,tORty,ADJ
tortues,tORty,NOM
tortueuse,tORt82z,ADJ
tortueuses,tORt82z,ADJ
tortueux,tORt82,ADJ
tortura,tORtyRa,VER
torturai,tORtyRE,VER
torturaient,tORtyRE,VER
torturais,tORtyRE,VER
torturait,tORtyRE,VER
torturant,tORtyR@,ADJ
torturant,tORtyR@,VER
torturante,tORtyR@t,ADJ
torturantes,tORtyR@t,ADJ
torturants,tORtyR@,ADJ
torture,tORtyR,NOM
torture,tORtyR,VER
torturent,tORtyR,VER
torturer,tORtyRe,VER
torturera,tORtyR°Ra,VER
torturerai,tORtyR°RE,VER
tortureraient,tORtyR°RE,VER
torturerez,tORtyR°Re,VER
tortureront,tORtyR°R§,VER
tortures,tORtyR,NOM
tortures,tORtyR,VER
tortureurs,tORtyR9R,NOM
torturez,tORtyRe,VER
torturions,tORtyRj§,VER
torturons,tORtyR§,VER
torturèrent,tORtyRER,VER
torturé,tORtyRe,VER
torturé,tORtyRe,ADJ
torturée,tORtyRe,VER
torturée,tORtyRe,ADJ
torturées,tORtyRe,VER
torturées,tORtyRe,ADJ
torturés,tORtyRe,VER
torturés,tORtyRe,ADJ
tortus,tORty,ADJ
torve,tORv,ADJ
torves,tORv,ADJ
toréador,toReadOR,NOM
toréador-vedette,toReadORv°dEt,NOM
toréadors,toReadOR,NOM
torée,toRe,VER
toréer,toRee,VER
tos,to,NOM
toscan,tOsk@,ADJ
toscan,tOsk@,NOM
toscane,tOskan,ADJ
toscanes,tOskan,ADJ
toscans,tOsk@,ADJ
toscans,tOsk@,NOM
toss,tOs,NOM
tossé,tose,VER
total,total,ADJ
total,total,NOM
totale,total,ADJ
totalement,total°m@,ADV
totales,total,ADJ
totalisait,totalizE,VER
totalisant,totaliz@,ADJ
totalisant,totaliz@,VER
totalisateur,totalizat9R,NOM
totalisation,totalizasj§,NOM
totalise,totaliz,VER
totalisent,totaliz,VER
totaliser,totalize,VER
totalisé,totalize,VER
totalitaire,totalitER,ADJ
totalitaires,totalitER,ADJ
totalitarisme,totalitaRizm,NOM
totalitarismes,totalitaRizm,NOM
totalité,totalite,NOM
totalités,totalite,NOM
totaux,toto,ADJ
totaux,toto,NOM
totem,totEm,NOM
totems,totEm,NOM
toto,toto,NOM
totoche,totOS,NOM
totoches,totOS,NOM
toton,tot§,NOM
totons,tot§,NOM
totos,toto,NOM
totémique,totemik,ADJ
totémiques,totemik,ADJ
totémisme,totemism,NOM
touareg,twaReg,ADJ
touareg,twaReg,NOM
touaregs,tuaREg,ADJ
touaregs,tuaREg,NOM
toubab,tubab,NOM
toubabs,tubab,NOM
toubib,tubib,NOM
toubibs,tubib,NOM
toucan,tuk@,NOM
toucha,tuSa,VER
touchai,tuSE,VER
touchaient,tuSE,VER
touchais,tuSE,VER
touchait,tuSE,VER
touchant,tuS@,ADJ
touchant,tuS@,VER
touchante,tuS@t,ADJ
touchantes,tuS@t,ADJ
touchants,tuS@,ADJ
touche,tuS,NOM
touche,tuS,VER
touche-pipi,tuSpipi,NOM
touche-touche,tuStuS,NOM
touchent,tuS,VER
toucher,tuSe,NOM
toucher,tuSe,VER
touchera,tuS°Ra,VER
toucherai,tuS°RE,VER
toucheraient,tuS°RE,VER
toucherais,tuS°RE,VER
toucherait,tuS°RE,VER
toucheras,tuS°Ra,VER
toucherez,tuS°Re,VER
toucherions,tuS°Rj§,VER
toucherons,tuS°R§,VER
toucheront,tuS°R§,VER
touchers,tuSe,NOM
touches,tuS,NOM
touches,tuS,VER
touchette,tuSEt,NOM
touchez,tuSe,VER
touchiez,tuSje,VER
touchions,tuSj§,VER
touchons,tuS§,VER
touchotter,tuSOte,NOM
touchât,tuSa,VER
touchèrent,tuSER,VER
touché,tuSe,VER
touché,tuSe,ADJ
touchée,tuSe,VER
touchée,tuSe,ADJ
touchées,tuSe,VER
touchées,tuSe,ADJ
touchés,tuSe,VER
touchés,tuSe,ADJ
toue,tu,NOM
toue,tu,VER
touer,twe,VER
toues,tu,NOM
touffe,tuf,NOM
touffes,tuf,NOM
touffeur,tuf9R,NOM
touffeurs,tuf9R,NOM
touffu,tufy,ADJ
touffue,tufy,ADJ
touffues,tufy,ADJ
touffus,tufy,ADJ
touillais,tujE,VER
touillait,tujE,VER
touillant,tuj@,VER
touille,tuj,NOM
touille,tuj,VER
touillent,tuj,VER
touiller,tuje,VER
touillé,tuje,VER
touillé,tuje,ADJ
touillée,tuje,ADJ
touillées,tuje,VER
touillées,tuje,ADJ
touillés,tuje,VER
toujours,tuZuR,ADV
toulonnais,tulonE,ADJ
toulonnais,tulonE,NOM
touloupes,tulup,NOM
toulousain,tuluz5,ADJ
toulousain,tuluz5,NOM
toulousaine,tuluzEn,ADJ
toulousaine,tuluzEn,NOM
toulousaines,tuluzEn,ADJ
toulousains,tuluz5,ADJ
toulousains,tuluz5,NOM
toundra,tundRa,NOM
toundras,tundRa,NOM
toungouse,tuGuz,ADJ
toupet,tupE,NOM
toupets,tupE,NOM
toupie,tupi,NOM
toupies,tupi,NOM
toupilleur,tupij9R,NOM
toupinant,tupin@,VER
touque,tuk,NOM
touques,tuk,NOM
tour,tuR,NOM
tourangeau,tuR@Zo,ADJ
tourangeaux,tuR@Zo,ADJ
tourangelle,tuR@ZEl,ADJ
tourangelles,tuR@ZEl,ADJ
tourbe,tuRb,NOM
tourbes,tuRb,NOM
tourbeuse,tuRb2z,ADJ
tourbeux,tuRb2,ADJ
tourbiers,tuRbje,NOM
tourbillon,tuRbij§,NOM
tourbillonna,tuRbijona,VER
tourbillonnaient,tuRbijonE,VER
tourbillonnaire,tuRbijonER,ADJ
tourbillonnais,tuRbijonE,VER
tourbillonnait,tuRbijonE,VER
tourbillonnant,tuRbijon@,ADJ
tourbillonnant,tuRbijon@,VER
tourbillonnante,tuRbijon@t,ADJ
tourbillonnantes,tuRbijon@t,ADJ
tourbillonnants,tuRbijon@,ADJ
tourbillonne,tuRbijOn,VER
tourbillonnement,tuRbijOn°m@,NOM
tourbillonnements,tuRbijOn°m@,NOM
tourbillonnent,tuRbijOn,VER
tourbillonner,tuRbijone,VER
tourbillonnez,tuRbijone,VER
tourbillonnèrent,tuRbijonER,VER
tourbillonné,tuRbijone,VER
tourbillons,tuRbij§,NOM
tourbière,tuRbjER,NOM
tourbières,tuRbjER,NOM
tourde,tuRd,NOM
tourelle,tuREl,NOM
tourelles,tuREl,NOM
touret,tuRE,NOM
tourillon,tuRij§,NOM
tourisme,tuRizm,NOM
touriste,tuRist,NOM
touristes,tuRist,NOM
touristique,tuRistik,ADJ
touristiques,tuRistik,ADJ
tourière,tuRjER,ADJ
tourière,tuRjER,NOM
tourlourou,tuRluRu,NOM
tourlousine,tuRluzin,NOM
tourmalines,tuRmalin,NOM
tourment,tuRm@,NOM
tourmenta,tuRm@ta,VER
tourmentai,tuRm@tE,VER
tourmentaient,tuRm@tE,VER
tourmentais,tuRm@tE,VER
tourmentait,tuRm@tE,VER
tourmentant,tuRm@t@,ADJ
tourmentant,tuRm@t@,VER
tourmentante,tuRm@t@t,ADJ
tourmentantes,tuRm@t@t,ADJ
tourmente,tuRm@t,NOM
tourmente,tuRm@t,VER
tourmentent,tuRm@t,VER
tourmenter,tuRm@te,VER
tourmentera,tuRm@t°Ra,VER
tourmenterai,tuRm@t°RE,VER
tourmenteraient,tuRm@t°RE,VER
tourmenteront,tuRm@t°R§,VER
tourmentes,tuRm@t,NOM
tourmentes,tuRm@t,VER
tourmenteur,tuRm@t9R,NOM
tourmenteurs,tuRm@t9R,NOM
tourmentez,tuRm@te,VER
tourmentiez,tuRm@tje,VER
tourmentin,tuRm@t5,NOM
tourmentins,tuRm@t5,NOM
tourments,tuRm@,NOM
tourmentât,tuRm@ta,VER
tourmentèrent,tuRm@tER,VER
tourmenté,tuRm@te,VER
tourmenté,tuRm@te,ADJ
tourmentée,tuRm@te,VER
tourmentée,tuRm@te,ADJ
tourmentées,tuRm@te,VER
tourmentées,tuRm@te,ADJ
tourmentés,tuRm@te,VER
tourmentés,tuRm@te,ADJ
tourna,tuRna,VER
tournage,tuRnaZ,NOM
tournages,tuRnaZ,NOM
tournai,tuRnE,VER
tournaient,tuRnE,VER
tournaillaient,tuRnajE,VER
tournailler,tuRnaje,VER
tournaillé,tuRnaje,VER
tournais,tuRnE,VER
tournait,tuRnE,VER
tournant,tuRn@,ADJ
tournant,tuRn@,NOM
tournant,tuRn@,VER
tournante,tuRn@t,ADJ
tournantes,tuRn@t,ADJ
tournants,tuRn@,ADJ
tournants,tuRn@,NOM
tournas,tuRna,VER
tourne,tuRn,NOM
tourne,tuRn,VER
tourne-disque,tuRn°disk,NOM
tourne-disques,tuRn°disk,NOM
tourneboulant,tuRn°bul@,VER
tourneboule,tuRn°bul,VER
tourneboulé,tuRn°bule,VER
tourneboulée,tuRn°bule,VER
tourneboulés,tuRn°bule,VER
tournebroche,tuRn°bROS,NOM
tournedos,tuRn°do,NOM
tournelle,tuRnEl,NOM
tournemain,tuRn°m5,NOM
tournements,tuRn°m@,NOM
tournent,tuRn,VER
tourner,tuRne,VER
tournera,tuRn°Ra,VER
tournerai,tuRn°RE,VER
tourneraient,tuRn°RE,VER
tournerais,tuRn°RE,VER
tournerait,tuRn°RE,VER
tourneras,tuRn°Ra,VER
tournerez,tuRn°Re,VER
tourneries,tuRn°Ri,NOM
tourneriez,tuRn°Rje,VER
tournerions,tuRn°Rj§,VER
tournerons,tuRn°R§,VER
tourneront,tuRn°R§,VER
tournes,tuRn,NOM
tournes,tuRn,VER
tournesol,tuRn°sOl,NOM
tournesols,tuRn°sOl,NOM
tournette,tuRnEt,NOM
tourneur,tuRn9R,NOM
tourneurs,tuRn9R,NOM
tourneuses,tuRn2z,NOM
tournevis,tuRn°vis,NOM
tournez,tuRne,VER
tournicota,tuRnikota,VER
tournicotais,tuRnikotE,VER
tournicotait,tuRnikotE,VER
tournicotant,tuRnikot@,VER
tournicote,tuRnikOt,VER
tournicotent,tuRnikOt,VER
tournicoter,tuRnikote,VER
tournicoterais,tuRnikOt°RE,VER
tournicoté,tuRnikote,VER
tournicotés,tuRnikote,VER
tournillant,tuRnij@,VER
tournions,tuRnj§,VER
tourniquant,tuRnik@,VER
tournique,tuRnik,VER
tourniquer,tuRnike,VER
tourniquet,tuRnikE,NOM
tourniquets,tuRnikE,NOM
tournis,tuRni,NOM
tournoi,tuRnwa,NOM
tournoie,tuRnwa,VER
tournoiement,tuRnwam@,NOM
tournoiements,tuRnwam@,NOM
tournoient,tuRnwa,VER
tournoieraient,tuRnwaRE,VER
tournoieront,tuRnwaR§,VER
tournois,tuRnwa,NOM
tournois,tuRnwa,ADJ
tournons,tuRn§,VER
tournoya,tuRnwaja,VER
tournoyaient,tuRnwajE,VER
tournoyais,tuRnwajE,VER
tournoyait,tuRnwajE,VER
tournoyant,tuRnwaj@,ADJ
tournoyant,tuRnwaj@,VER
tournoyante,tuRnwaj@t,ADJ
tournoyantes,tuRnwaj@t,ADJ
tournoyants,tuRnwaj@,ADJ
tournoyer,tuRnwaje,VER
tournoyèrent,tuRnwajER,VER
tournoyé,tuRnwaje,VER
tournure,tuRnyR,NOM
tournures,tuRnyR,NOM
tournâmes,tuRnam,VER
tournât,tuRna,VER
tournèrent,tuRnER,VER
tourné,tuRne,VER
tourné,tuRne,ADJ
tournée,tuRne,VER
tournée,tuRne,ADJ
tournée,tuRne,NOM
tournées,tuRne,VER
tournées,tuRne,ADJ
tournées,tuRne,NOM
tournés,tuRne,VER
tournés,tuRne,ADJ
tours,tuR,NOM
tours-minute,tuRminyt,NOM
tourte,tuRt,NOM
tourteau,tuRto,NOM
tourteaux,tuRto,NOM
tourtereau,tuRt2Ro,NOM
tourtereaux,tuRt°Ro,NOM
tourterelle,tuRt°REl,NOM
tourterelles,tuRt°REl,NOM
tourtes,tuRt,NOM
tourtière,tuRtjER,NOM
tourtières,tuRtjER,NOM
tous,tus,PRO:ind
tous,tus,ADJ
tous-terrains,tutER5,ADJ
toussa,tusa,VER
toussai,tusE,VER
toussaient,tusE,VER
toussaint,tus5,NOM
toussais,tusE,VER
toussait,tusE,VER
toussant,tus@,VER
tousse,tus,VER
toussent,tus,VER
tousser,tuse,VER
toussera,tus°Ra,VER
tousserait,tus°RE,VER
tousses,tus,VER
tousseur,tus9R,ADJ
tousseurs,tus9R,ADJ
tousseux,tus2,ADJ
toussez,tuse,VER
toussions,tusj§,VER
toussons,tus§,VER
toussota,tusota,VER
toussotai,tusotE,VER
toussotaient,tusotE,VER
toussotait,tusotE,VER
toussotant,tusot@,VER
toussote,tusOt,VER
toussotement,tusOt°m@,NOM
toussotements,tusOt°m@,NOM
toussotent,tusOt,VER
toussoter,tusote,VER
toussoteux,tusot2,ADJ
toussotiez,tusotje,VER
toussoté,tusote,VER
toussé,tuse,VER
tout,tu,ADJ
tout,tu,ADJ:ind
tout,tu,ADV
tout,tu,NOM
tout,tu,PRO:ind
tout-fait,tufE,ADJ
tout-fait,tufE,ADJ:ind
tout-fait,tufE,ADV
tout-fait,tufE,NOM
tout-fou,tufu,ADJ
tout-paris,tupaRi,NOM
tout-petit,tup°ti,NOM
tout-petits,tup°ti,NOM
tout-puissant,tup8is@,ADJ
tout-puissant,tup8is@,NOM
tout-puissants,tup8is@,ADJ
tout-puissants,tup8is@,NOM
tout-terrain,tutER5,ADJ
tout-terrain,tutER5,NOM
tout-venant,tuv°n@,NOM
tout-à-l'égout,tutalegu,NOM
tout-étoile,tutetwal,NOM
toute,tut,ADJ
toute,tut,ADJ:ind
toute,tut,PRO:ind
toute-puissance,tutp8is@s,NOM
toute-puissante,tutp8is@t,ADJ
toutefois,tut°fwa,ADV
toutes,tut,ADJ
toutes,tut,ADJ:ind
toutes,tut,PRO:ind
toutes-puissantes,tutp8is@t,ADJ
toutim,tutim,NOM
toutime,tutim,NOM
toutou,tutu,NOM
toutous,tutu,NOM
touts,tu,NOM
toux,tu,NOM
toué,twe,VER
toxicité,tOksisite,NOM
toxico,tOksiko,ADJ
toxico,tOksiko,NOM
toxicologie,tOksikoloZi,NOM
toxicologique,tOksikoloZik,ADJ
toxicologue,tOksikolOg,NOM
toxicologues,tOksikolOg,NOM
toxicomane,tOksikoman,NOM
toxicomanes,tOksikoman,NOM
toxicomanie,tOksikomani,NOM
toxicos,tOksiko,ADJ
toxicos,tOksiko,NOM
toxine,tOksin,NOM
toxines,tOksin,NOM
toxique,tOksik,ADJ
toxique,tOksik,NOM
toxiques,tOksik,ADJ
toxiques,tOksik,NOM
toxoplasmose,tOksoplasmoz,NOM
trabans,tRab@,NOM
traboules,tRabul,NOM
trabuco,tRabyko,NOM
trac,tRak,NOM
tracas,tRaka,NOM
tracassa,tRakasa,VER
tracassaient,tRakasE,VER
tracassait,tRakasE,VER
tracassant,tRakas@,VER
tracasse,tRakas,VER
tracassent,tRakas,VER
tracasser,tRakase,VER
tracassera,tRakas°Ra,VER
tracasserais,tRakas°RE,VER
tracasserait,tRakas°RE,VER
tracasserie,tRakas°Ri,NOM
tracasseries,tRakas°Ri,NOM
tracasserons,tRakas°R§,VER
tracasses,tRakas,VER
tracassez,tRakase,VER
tracassier,tRakasje,ADJ
tracassin,tRakas5,NOM
tracassière,tRakasjER,NOM
tracassières,tRakasjER,ADJ
tracassé,tRakase,VER
tracassée,tRakase,VER
tracassées,tRakase,VER
trace,tRas,NOM
trace,tRas,VER
tracent,tRas,VER
tracer,tRase,VER
tracera,tRas°Ra,VER
tracerez,tRas°Re,VER
tracerons,tRas°R§,VER
traces,tRas,NOM
traces,tRas,VER
traceur,tRas9R,ADJ
traceur,tRas9R,NOM
traceurs,tRas9R,ADJ
traceurs,tRas9R,NOM
traceuse,tRas2z,ADJ
traceuses,tRas2z,ADJ
tracez,tRase,VER
trachome,tRakom,NOM
trachéal,tRakeal,ADJ
trachéale,tRakeal,ADJ
trachée,tRaSe,NOM
trachée-artère,tRaSeaRtER,NOM
trachées,tRaSe,NOM
trachéite,tRakeit,NOM
trachéotomie,tRakeotomi,NOM
tracions,tRasj§,VER
tracs,tRak,NOM
tract,tRakt,NOM
tractage,tRaktaZ,NOM
tractait,tRaktE,VER
tractant,tRakt@,VER
tractation,tRaktasj§,NOM
tractations,tRaktasj§,NOM
tracter,tRakte,VER
tracteur,tRakt9R,ADJ
tracteur,tRakt9R,NOM
tracteurs,tRakt9R,ADJ
tracteurs,tRakt9R,NOM
traction,tRaksj§,NOM
traction-avant,tRaksj§av@,NOM
tractions,tRaksj§,NOM
tractopelle,tRaktOpEl,NOM
tractoriste,tRaktoRist,NOM
tractoristes,tRaktoRist,NOM
tracts,tRakt,NOM
tractus,tRaktys,NOM
tracté,tRakte,VER
tracté,tRakte,ADJ
tractée,tRakte,VER
tractés,tRakte,ADJ
tracèrent,tRasER,VER
tracé,tRase,VER
tracé,tRase,NOM
tracée,tRase,VER
tracées,tRase,VER
tracés,tRase,VER
tracés,tRase,NOM
trader,tREd9R,NOM
tradition,tRadisj§,NOM
traditionalisme,tRadisjonalizm,NOM
traditionaliste,tRadisjonalist,ADJ
traditionaliste,tRadisjonalist,NOM
traditionalistes,tRadisjonalist,NOM
traditionnel,tRadisjonEl,ADJ
traditionnelle,tRadisjonEl,ADJ
traditionnellement,tRadisjonEl°m@,ADV
traditionnelles,tRadisjonEl,ADJ
traditionnels,tRadisjonEl,ADJ
traditions,tRadisj§,NOM
traduc,tRadyk,NOM
traducteur,tRadykt9R,NOM
traducteurs,tRadykt9R,NOM
traduction,tRadyksj§,NOM
traductions,tRadyksj§,NOM
traductrice,tRadyktRis,NOM
traductrices,tRadyktRis,NOM
traduira,tRad8iRa,VER
traduirai,tRad8iRE,VER
traduiraient,tRad8iRE,VER
traduirais,tRad8iRE,VER
traduirait,tRad8iRE,VER
traduire,tRad8iR,VER
traduirez,tRad8iRe,VER
traduis,tRad8i,VER
traduisaient,tRad8izE,VER
traduisais,tRad8izE,VER
traduisait,tRad8izE,VER
traduisant,tRad8iz@,VER
traduise,tRad8iz,VER
traduisent,tRad8iz,VER
traduises,tRad8iz,VER
traduisez,tRad8ize,VER
traduisibles,tRad8izibl,ADJ
traduisions,tRad8izj§,VER
traduisis,tRad8izi,VER
traduisit,tRad8izi,VER
traduisons,tRad8iz§,VER
traduisît,tRad8izi,VER
traduit,tRad8i,VER
traduite,tRad8it,VER
traduites,tRad8it,VER
traduits,tRad8i,VER
trafalgar,tRafalgaR,NOM
trafic,tRafik,NOM
traficotaient,tRafikotE,VER
traficotait,tRafikotE,VER
traficote,tRafikOt,VER
traficoter,tRafikote,VER
traficotes,tRafikOt,VER
traficoteurs,tRafikot9R,NOM
traficotez,tRafikote,VER
traficoté,tRafikote,VER
trafics,tRafik,NOM
trafiquaient,tRafikE,VER
trafiquais,tRafikE,VER
trafiquait,tRafikE,VER
trafiquant,tRafik@,NOM
trafiquant,tRafik@,VER
trafiquant-espion,tRafik@Espj§,NOM
trafiquante,tRafik@t,NOM
trafiquants,tRafik@,NOM
trafique,tRafik,VER
trafiquent,tRafik,VER
trafiquer,tRafike,VER
trafiquerais,tRafik°RE,VER
trafiques,tRafik,VER
trafiquez,tRafike,VER
trafiquions,tRafikj§,VER
trafiqué,tRafike,VER
trafiquée,tRafike,VER
trafiquées,tRafike,VER
trafiqués,tRafike,VER
tragi-comique,tRaZikomik,ADJ
tragi-comiques,tRaZikomik,ADJ
tragi-comédie,tRaZikomedi,NOM
tragi-comédies,tRaZikomedi,NOM
tragicomédies,tRaZikomedi,NOM
tragique,tRaZik,ADJ
tragique,tRaZik,NOM
tragiquement,tRaZik°m@,ADV
tragiques,tRaZik,ADJ
tragiques,tRaZik,NOM
tragédie,tRaZedi,NOM
tragédien,tRaZedj5,NOM
tragédienne,tRaZedjEn,NOM
tragédiennes,tRaZedjEn,NOM
tragédiens,tRaZedj5,NOM
tragédies,tRaZedi,NOM
trahi,tRai,ADJ
trahi,tRai,VER
trahie,tRai,ADJ
trahie,tRai,VER
trahies,tRai,ADJ
trahies,tRai,VER
trahir,tRaiR,VER
trahira,tRaiRa,VER
trahirai,tRaiRE,VER
trahiraient,tRaiRE,VER
trahirais,tRaiRE,VER
trahirait,tRaiRE,VER
trahiras,tRaiRa,VER
trahirent,tRaiR,VER
trahirez,tRaiRe,VER
trahiriez,tRaiRje,VER
trahirons,tRaiR§,VER
trahiront,tRaiR§,VER
trahis,tRai,ADJ
trahis,tRai,VER
trahison,tRaiz§,NOM
trahisons,tRaiz§,NOM
trahissaient,tRaisE,VER
trahissais,tRaisE,VER
trahissait,tRaisE,VER
trahissant,tRais@,VER
trahissant,tRais@,ADJ
trahisse,tRais,VER
trahissent,tRais,VER
trahissez,tRaise,VER
trahissiez,tRaisje,VER
trahissions,tRaisj§,VER
trahissons,tRais§,VER
trahit,tRai,VER
traie,tRE,VER
train,tR5,NOM
train-train,tR5tR5,NOM
trainglots,tR5glo,NOM
training,tREjniG,NOM
trains,tR5,NOM
traintrain,tR5tR5,NOM
traira,tRERa,VER
trairait,tRERE,VER
traire,tRER,VER
trais,tRE,VER
trait,tRE,VER
trait,tRE,ADJ
trait,tRE,NOM
traita,tREta,VER
traitable,tREtabl,ADJ
traitables,tREtabl,ADJ
traitai,tREtE,VER
traitaient,tREtE,VER
traitais,tREtE,VER
traitait,tREtE,VER
traitant,tREt@,ADJ
traitant,tREt@,VER
traitante,tREt@t,ADJ
traitants,tREt@,ADJ
traitassent,tREtas,VER
traite,tREt,ADJ
traite,tREt,NOM
traite,tREt,VER
traitement,tREt°m@,NOM
traitements,tREt°m@,NOM
traitent,tREt,VER
traiter,tRete,VER
traitera,tREt°Ra,VER
traiterai,tREt°RE,VER
traiteraient,tREt°RE,VER
traiterais,tREt°RE,VER
traiterait,tREt°RE,VER
traiteras,tREt°Ra,VER
traiterez,tREt°Re,VER
traiteriez,tREt°Rje,VER
traiterons,tREt°R§,VER
traiteront,tREt°R§,VER
traites,tREt,ADJ
traites,tREt,NOM
traites,tREt,VER
traiteur,tREt9R,NOM
traiteurs,tREt9R,NOM
traitez,tREte,VER
traitiez,tREtje,VER
traitions,tREtj§,VER
traitons,tREt§,VER
traits,tRE,VER
traits,tRE,ADJ
traits,tRE,NOM
traitât,tREta,VER
traitèrent,tREtER,VER
traité,tRete,VER
traité,tRete,ADJ
traité,tRete,NOM
traitée,tRete,VER
traitée,tRete,ADJ
traitées,tRete,VER
traitées,tRete,ADJ
traités,tRete,VER
traités,tRete,ADJ
traités,tRete,NOM
trajectographie,tRaZEktogRafi,NOM
trajectoire,tRaZEktwaR,NOM
trajectoires,tRaZEktwaR,NOM
trajet,tRaZE,NOM
trajets,tRaZE,NOM
tralala,tRalala,NOM
tralalas,tRalala,NOM
tram,tRam,NOM
tramaient,tRamE,VER
tramail,tRamaj,NOM
tramails,tRamaj,NOM
tramait,tRamE,VER
tramant,tRam@,VER
trame,tRam,NOM
trame,tRam,VER
trament,tRam,VER
tramer,tRame,VER
trames,tRam,NOM
trames,tRam,VER
tramez,tRame,VER
tramontane,tRam§tan,NOM
tramontanes,tRam§tan,NOM
tramp,tR@p,NOM
trampoline,tR@polin,NOM
trams,tRam,NOM
tramway,tRamwE,NOM
tramways,tRamwE,NOM
tramé,tRame,VER
tramés,tRame,VER
trancha,tR@Sa,VER
tranchage,tR@SaZ,NOM
tranchai,tR@SE,VER
tranchaient,tR@SE,VER
tranchais,tR@SE,VER
tranchait,tR@SE,VER
tranchant,tR@S@,ADJ
tranchant,tR@S@,NOM
tranchant,tR@S@,VER
tranchante,tR@S@t,ADJ
tranchantes,tR@S@t,ADJ
tranchants,tR@S@,ADJ
tranchants,tR@S@,NOM
tranche,tR@S,NOM
tranche,tR@S,VER
tranche-montagne,tR@Sm§taN,NOM
